Role,Module,Route,API endpoint,Action,Expected access,Navigation visibility,Direct URL access,Backend/API authorization,Ownership restriction,Automated test,Browser result,Live result,Status,Evidence,Blocker
owner,Procurement,/procurement/rfqs,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/rfqs/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Procurement,/procurement/rfqs/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/rfqs/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/access,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/access/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/audit,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (audit.read policy),AUDIT TAB VISIBLE,ALLOW,Project detail projection plus audit.read route gate,Tenant and requested project scope,PASSED - all-role projection and route tests,PASSED - direct audit route,NOT RUN,PARTIAL,project-detail-access.test.tsx; project-sensitive-routes.test.tsx; isolated Chromium 2026-09-03,Database-backed budget trigger not exercised in the broader project-detail slice
owner,Projects,/projects/[id]/billing,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/billing/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/bom,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/bom/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/bom/togal,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/bom/togal/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/checklist,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/checklist/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/coc,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/coc/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/comments,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/comments/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/cost,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/cost/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/cost/budget,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/cost/budget/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/documents,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/documents/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/permits,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/permits/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/progress,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/progress/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/reports,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/reports/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/scope,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/scope/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/turnover,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/turnover/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/vos,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/vos/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/[id]/vos/[voId],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/vos/[voId]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Projects,/projects/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Post-Construction,/punchlist,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Post-Construction,/punchlist/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Post-Construction,/punchlist/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Procurement,/purchase-orders,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/purchase-orders/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Procurement,/purchase-orders/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/purchase-orders/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Procurement,/purchase-orders/[id]/print,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(print)/purchase-orders/[id]/print/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Admin & Reports,/reports,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/reports/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Settings & Profile,/settings,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/settings/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Construction Cadence,/tasks,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/tasks/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Warranty & CX,/warranty,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Warranty & CX,/warranty/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Warranty & CX,/warranty/cnps,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/cnps/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
owner,Construction Cadence,/weekly-report/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,NOT TESTED,NOT TESTED,PARTIAL,apps/web/src/app/(print)/weekly-report/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,
estimator,Admin & Reports,/admin,N/A (page resource; endpoint matrix tracked separately),View,DENY (central capability policy),HIDDEN,DENY/REDIRECT,Shared route policy plus page capability gate,Tenant scope required,PASSED - all-role route policy tests,BLOCKED,NOT RUN,PARTIAL,apps/web/src/lib/operations/nav-config.test.ts; apps/web/src/app/(dashboard)/admin/page.tsx,No supplied browser identity; estimator material search still links to a denied Admin destination
estimator,Admin & Reports,/admin/data-quality,N/A (page resource; endpoint matrix tracked separately),View,DENY (central capability policy),PARENT HIDDEN,DENY/REDIRECT,Shared route policy plus page capability gate,Tenant scope required,PASSED - nested route policy tests,BLOCKED,NOT RUN,PARTIAL,apps/web/src/lib/operations/nav-config.test.ts; apps/web/src/app/(dashboard)/admin/data-quality/page.tsx,No supplied browser identity
estimator,Admin & Reports,/admin/mapping-config,N/A (page resource; endpoint matrix tracked separately),View,DENY (central capability policy),PARENT HIDDEN,DENY/REDIRECT,Shared route policy plus page capability gate,Tenant scope required,PASSED - nested route policy tests,BLOCKED,NOT RUN,PARTIAL,apps/web/src/lib/operations/nav-config.test.ts; apps/web/src/app/(dashboard)/admin/mapping-config/page.tsx,No supplied browser identity
